1,,,,1
1,,47.8,,10
1,,,,100
10,,28.70169072,,14
10,,,,18
10,,,,23
10,,,,27
100,,,,31
100,,,,35
100,,,,40
14,,,,44
14,,,,48
14,,,,5
18,,,,53
18,,,,57
18,,,,61
18,,,,66
18,,,,70
23,,,,74
23,,,,78
23,,,,83
23,,,,87
23,,,,91
23,,,,96
23,,,,
23,,,,
23,,,,
23,,,,
23,,,,
23,,,,
27,,,,
27,,,,
27,,,,
27,,,,
27,,,,
27,,,,
27,,,,
31,,,,
31,,,,
31,,,,
31,,,,
31,,,,
31,,,,
31,,,,
31,,,,
31,,,,
35,,,,
35,,,,
35,,,,
35,,,,
35,,,,
35,,,,
35,,,,
35,,,,
35,,,,
40,,,,
40,,,,
40,,,,
40,,,,
40,,,,
40,,,,
40,,,,
40,,,,
40,,,,
44,,,,
44,,,,
44,,,,
44,,,,
44,,,,
48,,,,
48,,,,
48,,,,
48,,,,
48,,,,
48,,,,
5,,,,
5,,,,
5,,,,
5,,,,
5,,,,
5,,,,
5,,,,
5,,,,
5,,,,
53,,,,
53,,,,
53,,,,
53,,,,
53,,,,
53,,,,
57,,,,
57,,,,
61,,,,
61,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
66,,,,
70,,,,
70,,,,
70,,,,
70,,,,
70,,,,
70,,,,
74,,,,
74,,,,
74,,,,
74,,,,
74,,,,
74,,,,
74,,,,
74,,,,
78,,,,
78,,,,
83,,,,
83,,,,
83,,,,
83,,,,
83,,,,
87,,,,
87,,,,
87,,,,
91,,,,
91,,,,
91,,,,
91,,,,
91,,,,
96,,,,
96,,,,
96,,,,
96,,,,
96,,,,
96,,,,
96,,,,
96,,,,
96,,,,